"시점","항목",전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원특별자치도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
"2021.01","순이동 (명)",0,-10440,-1772,-2139,-469,-974,-537,-744,1822,21144,-797,-903,-729,-809,-311,-1028,-1257,-57
"2021.01","시도내이동-시군구내 (명)",221633,29163,12954,9952,11189,7568,5938,4496,3037,58443,7233,10195,9540,9825,8258,11472,16853,5517
"2021.01","시도내이동-시군구간 전입 (명)",187981,46108,18602,11099,10242,6796,6675,4748,0,49546,3232,2938,4324,4840,5203,5341,7288,999
"2021.01","시도내이동-시군구간 전출 (명)",187981,46108,18602,11099,10242,6796,6675,4748,0,49546,3232,2938,4324,4840,5203,5341,7288,999
"2021.01","시도간전입 (명)",223695,39144,11209,8405,12424,6256,7996,4156,5001,62410,7188,7169,11113,5668,8597,11891,11871,3197
"2021.01","시도간전출 (명)",223695,49584,12981,10544,12893,7230,8533,4900,3179,41266,7985,8072,11842,6477,8908,12919,13128,3254
"2021.02","총전입 (명)",705794,141936,44676,31395,35337,20827,21046,13125,7717,199244,18990,20952,27481,20731,22046,31528,38202,10561
"2021.02","총전출 (명)",705794,151351,45650,33897,36143,22001,22280,15609,6220,178431,19475,21225,27628,21678,22253,31770,40124,10059
"2021.02","순이동 (명)",0,-9415,-974,-2502,-806,-1174,-1234,-2484,1497,20813,-485,-273,-147,-947,-207,-242,-1922,502
"2021.02","시도내이동-시군구내 (명)",242135,35537,12807,10333,11645,7135,5746,4466,2707,71294,7595,10341,10162,9828,8042,12147,16958,5392
"2021.02","시도내이동-시군구간 전입 (명)",212915,58415,18280,11973,10203,7228,6515,4604,0,59246,3793,2645,4931,4619,5359,6033,8098,973
"2021.02","시도내이동-시군구간 전출 (명)",212915,58415,18280,11973,10203,7228,6515,4604,0,59246,3793,2645,4931,4619,5359,6033,8098,973
"2021.02","시도간전입 (명)",250744,47984,13589,9089,13489,6464,8785,4055,5010,68704,7602,7966,12388,6284,8645,13348,13146,4196
"2021.02","시도간전출 (명)",250744,57399,14563,11591,14295,7638,10019,6539,3513,47891,8087,8239,12535,7231,8852,13590,15068,3694
"2021.03","총전입 (명)",735225,151617,42381,30967,40378,20424,20487,12237,6400,211876,20811,20652,29230,21930,23393,34387,38612,9443
"2021.03","총전출 (명)",735225,157833,44336,33844,40554,21570,21761,14469,5413,196741,20872,20853,28040,22727,23903,32948,40168,9193
"2021.03","순이동 (명)",0,-6216,-1955,-2877,-176,-1146,-1274,-2232,987,15135,-61,-201,1190,-797,-510,1439,-1556,250
"2021.03","시도내이동-시군구내 (명)",263849,39721,12562,10212,14056,7090,5839,4244,2214,81908,8941,9779,11271,10722,9170,13219,18002,4899
"2021.03","시도내이동-시군구간 전입 (명)",214411,59680,17356,12122,11332,6763,6459,4064,0,60861,3675,2658,4721,4618,5278,6396,7553,875
"2021.03","시도내이동-시군구간 전출 (명)",214411,59680,17356,12122,11332,6763,6459,4064,0,60861,3675,2658,4721,4618,5278,6396,7553,875
"2021.03","시도간전입 (명)",256965,52216,12463,8633,14990,6571,8189,3929,4186,69107,8195,8215,13238,6590,8945,14772,13057,3669
"2021.03","시도간전출 (명)",256965,58432,14418,11510,15166,7717,9463,6161,3199,53972,8256,8416,12048,7387,9455,13333,14613,3419
"2021.04","총전입 (명)",593387,117475,36090,25138,35108,17224,15976,10080,4939,171897,17827,18142,23313,17228,18130,26786,30589,7445
"2021.04","총전출 (명)",593387,127213,38175,27429,35240,17967,16804,11220,4218,159297,17287,17260,22133,17747,17898,25653,30937,6909
"2021.04","순이동 (명)",0,-9738,-2085,-2291,-132,-743,-828,-1140,721,12600,540,882,1180,-519,232,1133,-348,536
"2021.04","시도내이동-시군구내 (명)",226305,33541,12019,8844,12849,6329,4778,3612,1894,68957,8260,9366,9575,8679,7376,11461,14943,3822
"2021.04","시도내이동-시군구간 전입 (명)",173760,47563,15442,9939,10210,6117,5342,3488,0,48683,2849,2015,3737,3760,3721,4497,5671,726
"2021.04","시도내이동-시군구간 전출 (명)",173760,47563,15442,9939,10210,6117,5342,3488,0,48683,2849,2015,3737,3760,3721,4497,5671,726
"2021.04","시도간전입 (명)",193322,36371,8629,6355,12049,4778,5856,2980,3045,54257,6718,6761,10001,4789,7033,10828,9975,2897
"2021.04","시도간전출 (명)",193322,46109,10714,8646,12181,5521,6684,4120,2324,41657,6178,5879,8821,5308,6801,9695,10323,2361
"2021.05","총전입 (명)",556711,112967,37416,22295,35563,16786,15358,9873,4421,155395,16609,16237,21553,16396,16315,24478,28217,6832
"2021.05","총전출 (명)",556711,121276,38941,24686,35336,17366,15875,10966,3972,146073,15717,15283,20300,16136,16325,23151,28904,6404
"2021.05","순이동 (명)",0,-8309,-1525,-2391,227,-580,-517,-1093,449,9322,892,954,1253,260,-10,1327,-687,428
"2021.05","시도내이동-시군구내 (명)",214470,33278,13228,8011,13265,6282,4714,3675,1696,62246,7995,8094,9023,8218,6657,10583,14047,3458
"2021.05","시도내이동-시군구간 전입 (명)",163310,45424,16038,8609,10714,6117,5283,3376,0,43806,2464,1756,3249,3440,3439,3725,5202,668
"2021.05","시도내이동-시군구간 전출 (명)",163310,45424,16038,8609,10714,6117,5283,3376,0,43806,2464,1756,3249,3440,3439,3725,5202,668
"2021.05","시도간전입 (명)",178931,34265,8150,5675,11584,4387,5361,2822,2725,49343,6150,6387,9281,4738,6219,10170,8968,2706
"2021.05","시도간전출 (명)",178931,42574,9675,8066,11357,4967,5878,3915,2276,40021,5258,5433,8028,4478,6229,8843,9655,2278
"2021.06","총전입 (명)",543949,104704,34889,21466,34461,16297,14709,10051,5290,151195,15807,17823,22815,18077,16446,24479,28380,7060
"2021.06","총전출 (명)",543949,112992,36670,23620,34330,16658,15835,10951,4521,140592,15089,16673,21859,17676,16953,23873,29004,6653
"2021.06","순이동 (명)",0,-8288,-1781,-2154,131,-361,-1126,-900,769,10603,718,1150,956,401,-507,606,-624,407
"2021.06","시도내이동-시군구내 (명)",205859,29132,11403,7458,13029,6047,4618,3731,1971,57646,7059,8916,9681,9731,7043,10874,13872,3648
"2021.06","시도내이동-시군구간 전입 (명)",158283,41654,15354,8258,10180,5681,4899,3549,0,43485,2525,1950,3730,3419,3455,4041,5380,723
"2021.06","시도내이동-시군구간 전출 (명)",158283,41654,15354,8258,10180,5681,4899,3549,0,43485,2525,1950,3730,3419,3455,4041,5380,723
"2021.06","시도간전입 (명)",179807,33918,8132,5750,11252,4569,5192,2771,3319,50064,6223,6957,9404,4927,5948,9564,9128,2689
"2021.06","시도간전출 (명)",179807,42206,9913,7904,11121,4930,6318,3671,2550,39461,5505,5807,8448,4526,6455,8958,9752,2282
"2021.07","총전입 (명)",562851,111646,35381,22869,37779,17009,15342,10204,6117,157735,16691,16083,22573,18118,16412,23587,28118,7187
"2021.07","총전출 (명)",562851,120075,37477,24618,36767,17235,16190,10957,4980,147144,15769,15852,21539,18133,16999,23669,28819,6628
"2021.07","순이동 (명)",0,-8429,-2096,-1749,1012,-226,-848,-753,1137,10591,922,231,1034,-15,-587,-82,-701,559
"2021.07","시도내이동-시군구내 (명)",205682,30622,11334,7837,13337,5891,4473,3394,2391,59424,7620,7821,9120,9366,6473,9997,13219,3363
"2021.07","시도내이동-시군구간 전입 (명)",166000,44621,15398,8653,11672,6062,4910,3653,0,45661,2560,1834,3562,3842,3632,3942,5296,702
"2021.07","시도내이동-시군구간 전출 (명)",166000,44621,15398,8653,11672,6062,4910,3653,0,45661,2560,1834,3562,3842,3632,3942,5296,702
"2021.07","시도간전입 (명)",191169,36403,8649,6379,12770,5056,5959,3157,3726,52650,6511,6428,9891,4910,6307,9648,9603,3122
"2021.07","시도간전출 (명)",191169,44832,10745,8128,11758,5282,6807,3910,2589,42059,5589,6197,8857,4925,6894,9730,10304,2563
"2021.08","총전입 (명)",590261,125161,35018,22394,38588,17523,15827,9565,5632,172947,16305,15833,22670,16937,16829,23799,28137,7096
"2021.08","총전출 (명)",590261,133278,36731,24276,37644,18095,16435,10930,4863,157023,15876,15937,22381,17800,17526,24427,30006,7033
"2021.08","순이동 (명)",0,-8117,-1713,-1882,944,-572,-608,-1365,769,15924,429,-104,289,-863,-697,-628,-1869,63
"2021.08","시도내이동-시군구내 (명)",212220,33818,10784,7543,13731,6046,4489,3326,2130,64800,7331,7534,8710,8573,6381,10195,13460,3369
"2021.08","시도내이동-시군구간 전입 (명)",175778,51150,15079,8225,11472,6136,4921,3321,0,49837,2483,1820,3981,3516,3732,4000,5396,709
"2021.08","시도내이동-시군구간 전출 (명)",175778,51150,15079,8225,11472,6136,4921,3321,0,49837,2483,1820,3981,3516,3732,4000,5396,709
"2021.08","시도간전입 (명)",202263,40193,9155,6626,13385,5341,6417,2918,3502,58310,6491,6479,9979,4848,6716,9604,9281,3018
"2021.08","시도간전출 (명)",202263,48310,10868,8508,12441,5913,7025,4283,2733,42386,6062,6583,9690,5711,7413,10232,11150,2955
"2021.09","총전입 (명)",566346,110490,32331,21675,38582,17599,15811,9574,5576,162006,19701,16286,21879,17856,16714,24353,28624,7289
"2021.09","총전출 (명)",566346,118609,32452,22321,35351,16855,15410,10910,4531,151755,18747,16475,21748,18688,18792,25479,31191,7032
"2021.09","순이동 (명)",0,-8119,-121,-646,3231,744,401,-1336,1045,10251,954,-189,131,-832,-2078,-1126,-2567,257
"2021.09","시도내이동-시군구내 (명)",201836,30274,9146,6616,12727,5691,3971,3238,2102,63337,9247,7309,7725,9027,6106,9160,12813,3347
"2021.09","시도내이동-시군구간 전입 (명)",162045,43572,12826,7542,10655,5500,4530,3078,0,46046,2963,2142,3766,3929,4073,4724,6024,675
"2021.09","시도내이동-시군구간 전출 (명)",162045,43572,12826,7542,10655,5500,4530,3078,0,46046,2963,2142,3766,3929,4073,4724,6024,675
"2021.09","시도간전입 (명)",202465,36644,10359,7517,15200,6408,7310,3258,3474,52623,7491,6835,10388,4900,6535,10469,9787,3267
"2021.09","시도간전출 (명)",202465,44763,10480,8163,11969,5664,6909,4594,2429,42372,6537,7024,10257,5732,8613,11595,12354,3010
"2021.10","총전입 (명)",539936,107123,30653,22422,36679,16203,14438,9505,6433,153172,18585,16177,20104,17072,15492,22060,27166,6652
"2021.10","총전출 (명)",539936,116512,32268,24117,33385,16527,15253,10241,4924,146647,17145,15713,18718,17647,15592,21480,27647,6120
"2021.10","순이동 (명)",0,-9389,-1615,-1695,3294,-324,-815,-736,1509,6525,1440,464,1386,-575,-100,580,-481,532
"2021.10","시도내이동-시군구내 (명)",206723,31984,9472,7652,12757,5744,4340,3479,2650,61423,9476,8567,7869,9550,5861,9187,13377,3335
"2021.10","시도내이동-시군구간 전입 (명)",158052,42968,13583,9243,10596,5892,4660,3340,0,43952,2598,1744,3043,3427,3437,3885,5032,652
"2021.10","시도내이동-시군구간 전출 (명)",158052,42968,13583,9243,10596,5892,4660,3340,0,43952,2598,1744,3043,3427,3437,3885,5032,652
"2021.10","시도간전입 (명)",175161,32171,7598,5527,13326,4567,5438,2686,3783,47797,6511,5866,9192,4095,6194,8988,8757,2665
"2021.10","시도간전출 (명)",175161,41560,9213,7222,10032,4891,6253,3422,2274,41272,5071,5402,7806,4670,6294,8408,9238,2133
"2021.11","총전입 (명)",566662,108106,32278,25251,34316,15889,17714,11134,6024,162677,18596,15915,21086,18964,17725,24387,29408,7192
"2021.11","총전출 (명)",566662,118660,33785,27057,32700,16070,18113,11199,4980,154108,17404,15329,19712,19284,17505,23693,30189,6874
"2021.11","순이동 (명)",0,-10554,-1507,-1806,1616,-181,-399,-65,1044,8569,1192,586,1374,-320,220,694,-781,318
"2021.11","시도내이동-시군구내 (명)",219210,31122,9850,9764,11895,5626,5457,4072,2543,65498,9027,7965,8240,10633,7577,11008,15067,3866
"2021.11","시도내이동-시군구간 전입 (명)",165042,43365,14107,9717,10214,5525,6580,3714,0,46518,2838,1823,3209,3825,3852,3874,5184,697
"2021.11","시도내이동-시군구간 전출 (명)",165042,43365,14107,9717,10214,5525,6580,3714,0,46518,2838,1823,3209,3825,3852,3874,5184,697
"2021.11","시도간전입 (명)",182410,33619,8321,5770,12207,4738,5677,3348,3481,50661,6731,6127,9637,4506,6296,9505,9157,2629
"2021.11","시도간전출 (명)",182410,44173,9828,7576,10591,4919,6076,3413,2437,42092,5539,5541,8263,4826,6076,8811,9938,2311
"2021.12","총전입 (명)",618991,112547,37445,29433,32491,16487,24248,11132,10325,167672,19528,19898,24514,20068,22059,29318,33317,8509
"2021.12","총전출 (명)",618991,121776,39204,31620,29940,16833,25394,11958,7989,158632,18591,19033,23909,20853,21991,28654,34227,8387
"2021.12","순이동 (명)",0,-9229,-1759,-2187,2551,-346,-1146,-826,2336,9040,937,865,605,-785,68,664,-910,122
"2021.12","시도내이동-시군구내 (명)",229186,29224,10513,11477,10073,5507,7394,3913,4702,64749,8925,9293,9528,10388,10304,12232,16364,4600
"2021.12","시도내이동-시군구간 전입 (명)",179503,45128,17020,10606,9270,5394,9004,3887,0,48450,2956,2925,3812,4457,4142,5417,6173,862
"2021.12","시도내이동-시군구간 전출 (명)",179503,45128,17020,10606,9270,5394,9004,3887,0,48450,2956,2925,3812,4457,4142,5417,6173,862
"2021.12","시도간전입 (명)",210302,38195,9912,7350,13148,5586,7850,3332,5623,54473,7647,7680,11174,5223,7613,11669,10780,3047
"2021.12","시도간전출 (명)",210302,47424,11671,9537,10597,5932,8996,4158,3287,45433,6710,6815,10569,6008,7545,11005,11690,2925
